"taxon","n_great","n_poor","median_delta_great","median_delta_poor","p","p_adj","disease"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__putredinis",16,13,0.0368337251431141,0.0668854943259609,0.912701031096869,0.961696085271978,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa",16,13,-1.05213863500569,-0.39233227390211,0.912701031096869,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__",16,13,-0.254000421129337,-0.706785707929814,0.912701031096869,0.961696085271978,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__rhizosphaerae",16,13,-0.192281883800402,-0.0167108675055576,0.912701031096869,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;__",16,13,-0.12332338457456,-0.0167108675055576,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;__",16,13,-0.0146813906403964,-0.0167108675055576,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__",16,13,-0.12332338457456,0.0417787667598988,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__;__",16,13,0.516294992744909,-0.0153176457262552,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__",16,13,0.474653049734543,0.26195804268692,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__",16,13,-0.1932280351799,1.33576673095442,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__",16,13,0.0185281139445959,0.0668854943259609,0.947553495782684,0.961696085271978,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__",16,13,-0.386971181344872,-0.248628246931667,0.982506625410602,0.989784452265495,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri",16,13,0.133386085951307,0.110051953951368,1,1,"UC"
